Secretaria;N˙mero do Processo;Modalidade de ContrataÁ„o;Empresa Contratada;CPF / CNPJ / CGC;DescriÁ„o Processo;Item / Finalidade;Quantidade Item; Valor Unit·rio ; Valor R$ Empenho ;Nota de Empenho;Data Emiss„o do Pagamento;Tipo de Documento do Pagamento; Valor NE ; Valor NL ; Valor NP ; Valor OB ;CÛdigo UG Documento;CÛdigo Fonte Recurso;Sistema Origem NE;Nome Poder;Local Entrega
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;FUNDACAO DR.AMARAL CARVALHO;50.753.755/0001-35;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$5.808.322,25;2020NE10721;09/06/2020;NL; R$-   ;R$2.721.519,98; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;JAU
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE CAMPINAS;13.704.311/0001-83;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;1;R$5.731.651,20;R$5.731.651,20;2020NE04644;27/03/2020;NE;R$5.731.651,20; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;CAMPINAS
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE CAMPINAS;13.704.311/0001-83;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;0; R$-   ;R$5.731.651,20;2020NE04644;27/03/2020;NL; R$-   ;R$5.731.651,20; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;CAMPINAS
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE CAMPINAS;13.704.311/0001-83;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;0; R$-   ;R$5.731.651,20;2020NE04644;27/03/2020;NP; R$-   ; R$-   ;R$5.731.651,20; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;CAMPINAS
SECRETARIA DE DESENVOLVIMENTO SOCIAL;2020/0573;DISPENSA DE LICITACAO;C.V.S. COMERCIO DE ALIMENTOS E SERVI«OS DE CARTOES EIRELI;04.728.183/0001-17;AQUISI«√O DE CESTAS BASICAS COVID-19;CESTA BASICA ALIMENTICIA;48442;R$117,00;R$5.667.714,00;2020NE01731;29/04/2020;ORDINARIO;R$5.667.714,00; R$-   ; R$-   ; R$-   ;350170;1;;PODER EXECUTIVO;RUA BOA VISTA 170
SECRETARIA DA SAUDE;185996319;DISPENSA DE LICITACAO;SPDM - AME MARIA ZELIA;61.699.567/0010-83;CUSTEIO P MANUTENÁAO DO AME MARIA ZELIA EX.20;CONTRATO DE GESTAO PARA ATENDER REPASSES DE RECURSOS NO AME MARIA ZELIA;1;R$5.564.137,33;R$5.564.137,33;2020NE00455;05/05/2020;NE;R$5.564.137,33; R$-   ; R$-   ; R$-   ;90192;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;185996319;DISPENSA DE LICITACAO;SPDM - AME MARIA ZELIA;61.699.567/0010-83;CUSTEIO P MANUTENÁAO DO AME MARIA ZELIA EX.20;CONTRATO DE GESTAO PARA ATENDER REPASSES DE RECURSOS NO AME MARIA ZELIA;0; R$-   ;R$5.564.137,33;2020NE00455;05/05/2020;NL; R$-   ;R$1.135.673,63; R$-   ; R$-   ;90192;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;185996319;DISPENSA DE LICITACAO;SPDM - AME MARIA ZELIA;61.699.567/0010-83;CUSTEIO P MANUTENÁAO DO AME MARIA ZELIA EX.20;CONTRATO DE GESTAO PARA ATENDER REPASSES DE RECURSOS NO AME MARIA ZELIA;0; R$-   ;R$5.564.137,33;2020NE00455;06/05/2020;OB; R$-   ; R$-   ; R$-   ;R$1.135.673,63;90192;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;185996319;DISPENSA DE LICITACAO;SPDM - AME MARIA ZELIA;61.699.567/0010-83;CUSTEIO P MANUTENÁAO DO AME MARIA ZELIA EX.20;CONTRATO DE GESTAO PARA ATENDER REPASSES DE RECURSOS NO AME MARIA ZELIA;0; R$-   ;R$5.564.137,33;2020NE00455;03/06/2020;NL; R$-   ;R$610.833,26; R$-   ; R$-   ;90192;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;185996319;DISPENSA DE LICITACAO;SPDM - AME MARIA ZELIA;61.699.567/0010-83;CUSTEIO P MANUTENÁAO DO AME MARIA ZELIA EX.20;CONTRATO DE GESTAO PARA ATENDER REPASSES DE RECURSOS NO AME MARIA ZELIA;0; R$-   ;R$5.564.137,33;2020NE00455;04/06/2020;OB; R$-   ; R$-   ; R$-   ;R$610.833,26;90192;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE SANTO ANDRE;11.243.645/0001-71;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$5.155.984,80;R$5.155.984,80;2020NE05288;27/03/2020;NE;R$5.155.984,80; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SANTO ANDRE
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE SANTO ANDRE;11.243.645/0001-71;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$5.155.984,80;2020NE05288;27/03/2020;NL; R$-   ;R$5.155.984,80; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SANTO ANDRE
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE SANTO ANDRE;11.243.645/0001-71;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$5.155.984,80;2020NE05288;27/03/2020;NP; R$-   ; R$-   ;R$5.155.984,80; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SANTO ANDRE
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;SANTA CASA DE MISERICORDIA DE ARACATUBA;43.751.502/0001-67;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$1.595.572,00;R$5.155.610,83;2020NE09530;21/05/2020;NE;R$1.595.572,00; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;CANDIDO RODRIGUES
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;SANTA CASA DE MISERICORDIA DE ARACATUBA;43.751.502/0001-67;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$5.155.610,83;2020NE09530;21/05/2020;NL; R$-   ;R$1.595.572,00; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;CANDIDO RODRIGUES
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;SANTA CASA DE MISERICORDIA DE ARACATUBA;43.751.502/0001-67;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$5.155.610,83;2020NE09530;22/05/2020;OB; R$-   ; R$-   ; R$-   ;R$1.595.572,00;90196;5;SIAFEM;PODER EXECUTIVO;CANDIDO RODRIGUES
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;SANTA CASA DE MISERICORDIA DE ARACATUBA;43.751.502/0001-67;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$1.153.294,99;R$5.155.610,83;2020NE10119;02/06/2020;NE;R$1.153.294,99; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;ARACATUBA
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;SANTA CASA DE MISERICORDIA DE ARACATUBA;43.751.502/0001-67;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$5.155.610,83;2020NE10119;02/06/2020;NL; R$-   ;R$1.153.294,99; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;ARACATUBA
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;SANTA CASA DE MISERICORDIA DE ARACATUBA;43.751.502/0001-67;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$5.155.610,83;2020NE10119;02/06/2020;OB; R$-   ; R$-   ; R$-   ;R$1.153.294,99;90196;5;SIAFEM;PODER EXECUTIVO;ARACATUBA
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;SANTA CASA DE MISERICORDIA DE ARACATUBA;43.751.502/0001-67;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$2.406.743,84;R$5.155.610,83;2020NE10696;09/06/2020;NE;R$2.406.743,84; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;ARACATUBA
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;SANTA CASA DE MISERICORDIA DE ARACATUBA;43.751.502/0001-67;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$5.155.610,83;2020NE10696;09/06/2020;NL; R$-   ;R$2.406.743,84; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;ARACATUBA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE DE S√O JOSE DOS CAMPOS;12.998.458/0001-60;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$5.140.389,60;R$5.140.389,60;2020NE05287;27/03/2020;NE;R$5.140.389,60; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO JOSE DO RIO PRETO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE DE S√O JOSE DOS CAMPOS;12.998.458/0001-60;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$5.140.389,60;2020NE05287;27/03/2020;NL; R$-   ;R$5.140.389,60; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO JOSE DO RIO PRETO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE DE S√O JOSE DOS CAMPOS;12.998.458/0001-60;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$5.140.389,60;2020NE05287;27/03/2020;NP; R$-   ; R$-   ;R$5.140.389,60; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO JOSE DO RIO PRETO
SECRETARIA DA SAUDE;2020/13317;DISPENSA DE LICITACAO;P S DISTRIBUIDORA DE PRODUTOS DA SAUDE EIRELI;08.304.991/0001-08;AQUISI«√O DE;HIGIENIZADOR, ESPUMA;48000000;R$0,09;R$5.096.000,00;2020NE00431;23/03/2020;ORDINARIO;R$4.368.000,00; R$-   ; R$-   ; R$-   ;90102;1;;PODER EXECUTIVO;RUA DOS ITALIANOS 406
SECRETARIA DA SAUDE;2020/13317;DISPENSA DE LICITACAO;P S DISTRIBUIDORA DE PRODUTOS DA SAUDE EIRELI;08.304.991/0001-08;AQUISI«√O DE;HIGIENIZADOR, ESPUMA, ALCOOL ETILICO 70%, ALCOOL ISOPROPILICO;5200000;R$0,14;R$5.096.000,00;2020NE00431;23/03/2020;ORDINARIO;R$728.000,00; R$-   ; R$-   ; R$-   ;90102;1;;PODER EXECUTIVO;RUA DOS ITALIANOS 406
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;1;R$1.270.963,20;R$5.083.852,80;2020NE03925;24/03/2020;NE;R$1.270.963,20; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;0; R$-   ;R$5.083.852,80;2020NE03925;24/03/2020;NL; R$-   ;R$1.270.963,20; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;0; R$-   ;R$5.083.852,80;2020NE03925;25/03/2020;OB; R$-   ; R$-   ; R$-   ;R$1.270.963,20;90196;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;1;R$1.270.963,20;R$5.083.852,80;2020NE05423;03/04/2020;NE;R$1.270.963,20; R$-   ; R$-   ; R$-   ;90196;41;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;0; R$-   ;R$5.083.852,80;2020NE05423;03/04/2020;NL; R$-   ;R$1.270.963,20; R$-   ; R$-   ;90196;41;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;0; R$-   ;R$5.083.852,80;2020NE05423;03/04/2020;OB; R$-   ; R$-   ; R$-   ;R$1.270.963,20;90196;41;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;1;R$1.270.963,20;R$5.083.852,80;2020NE06586;06/05/2020;NE;R$1.270.963,20; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;0; R$-   ;R$5.083.852,80;2020NE06586;06/05/2020;NL; R$-   ;R$1.270.963,20; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;0; R$-   ;R$5.083.852,80;2020NE06586;06/05/2020;OB; R$-   ; R$-   ; R$-   ;R$1.270.963,20;90196;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;1;R$1.270.963,20;R$5.083.852,80;2020NE10565;03/06/2020;NE;R$1.270.963,20; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;0; R$-   ;R$5.083.852,80;2020NE10565;03/06/2020;NL; R$-   ;R$1.270.963,20; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;1155620;INDEPEND LICITACAO;ASSOC.PAULISTA DESENV. MEDICINA -SPDM;61.699.567/0001-92;CONV NIO CUSTEIO;CONV NIO;0; R$-   ;R$5.083.852,80;2020NE10565;04/06/2020;OB; R$-   ; R$-   ; R$-   ;R$1.270.963,20;90196;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;202016444;PREG√O;RENAULT DO BRASIL S/A;00.913.443/0006-88;AQUISI«√O DE AMBULANCIAS;AMBULANCIA,FURGAO LONGO, ALTO, PARA SIMPLES REMOCAO, 127 CV, DIESEL;40;R$126.000,00;R$5.040.000,00;2020NE00550;09/04/2020;ORDINARIO;R$5.040.000,00; R$-   ; R$-   ; R$-   ;90102;1;;PODER EXECUTIVO;RUA DOS ITALIANOS 406
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE OSASCO;13.897.329/0001-49;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$5.017.320,00;R$5.017.320,00;2020NE05286;27/03/2020;NE;R$5.017.320,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;OSASCO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE OSASCO;13.897.329/0001-49;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$5.017.320,00;2020NE05286;27/03/2020;NL; R$-   ;R$5.017.320,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;OSASCO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE OSASCO;13.897.329/0001-49;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$5.017.320,00;2020NE05286;27/03/2020;NP; R$-   ; R$-   ;R$5.017.320,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;OSASCO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNIC SAUDE DE RIBEIRAO PRETO;12.885.763/0001-46;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$5.000.644,80;R$5.000.644,80;2020NE05285;27/03/2020;NE;R$5.000.644,80; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;RIBEIRAO PRETO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNIC SAUDE DE RIBEIRAO PRETO;12.885.763/0001-46;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$5.000.644,80;2020NE05285;27/03/2020;NL; R$-   ;R$5.000.644,80; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;RIBEIRAO PRETO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNIC SAUDE DE RIBEIRAO PRETO;12.885.763/0001-46;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$5.000.644,80;2020NE05285;27/03/2020;NP; R$-   ; R$-   ;R$5.000.644,80; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;RIBEIRAO PRETO
SECRETARIA DA SAUDE;2020/12375;DISPENSA DE LICITACAO;POLAR FIX INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA;02.881.877/0001-64;AQUISI«√O DE AVENTAL DESCARTAVEL;AVENTAL DESCARTAVEL, EM NAO TECIDO, 100% POLIPROPILENO (TNT);200000;R$24,96;R$4.992.000,00;2020NE00397;17/03/2020;ORDINARIO;R$4.992.000,00; R$-   ; R$-   ; R$-   ;90102;1;;PODER EXECUTIVO;ITALIANOS  406
SECRETARIA DA SAUDE;2020/18953;PREG√O;HALEX ISTAR INDUSTRIA FARMAC UTICA SA.;01.571.702/0001-98;CAF/NA;CIPROFLOXACINA 2MG/ML(200MG)EM SOL NACL,INJ,BOLSA/FRAS 100ML,SIST FECH;117600;R$21,00;R$4.939.200,00;2020NE00777;06/05/2020;ORDINARIO;R$2.469.600,00; R$-   ; R$-   ; R$-   ;90201;1;;PODER EXECUTIVO;CONFORME GRADE ANEXA
SECRETARIA DA SAUDE;2020/18953;PREG√O;HALEX ISTAR INDUSTRIA FARMAC UTICA SA.;01.571.702/0001-98;CAF/NA;GERAIS CIPROFLOXACINO 2MG/ML(200MG)EM SOL NACL,INJ,BOLS/FR 100ML SF,IV;117600;R$21,00;R$4.939.200,00;2020NE00777;06/05/2020;ORDINARIO;R$2.469.600,00; R$-   ; R$-   ; R$-   ;90201;1;;PODER EXECUTIVO;CONFORME GRADE ANEXA
SECRETARIA DA SAUDE;202012482;DISPENSA DE LICITACAO;P S DISTRIBUIDORA DE PRODUTOS DA SAUDE EIRELI;08.304.991/0001-08;AQUISIÁ„O DE HIGIENIZADORES;HIGIENIZADOR, ESPUMA;48000000;R$0,09;R$4.928.014,00;2020NE00395;17/03/2020;ORDINARIO;R$4.368.000,00; R$-   ; R$-   ; R$-   ;90102;1;;PODER EXECUTIVO;RUA DOS ITALINAOS 406
SECRETARIA DA SAUDE;202012482;DISPENSA DE LICITACAO;P S DISTRIBUIDORA DE PRODUTOS DA SAUDE EIRELI;08.304.991/0001-08;AQUISIÁ„O DE HIGIENIZADORES;HIGIENIZADOR, ESPUMA, ALCOOL ETILICO 70%, ALCOOL ISOPROPILICO;4000100;R$0,14;R$4.928.014,00;2020NE00395;17/03/2020;ORDINARIO;R$560.014,00; R$-   ; R$-   ; R$-   ;90102;1;;PODER EXECUTIVO;RUA DOS ITALINAOS 406
SECRETARIA DE DESENVOLVIMENTO SOCIAL;2020/0573;DISPENSA DE LICITACAO;CESTA BASICA BRASIL COMERCIO DE ALIMENTOS EIRELI;04.108.518/0001-02;AQUISI«√O DE CESTAS B¡SICAS ALIMENTICIAS;CESTA BASICA ALIMENTICIA;40000;R$122,50;R$4.900.000,00;2020NE00082;14/04/2020;ORDINARIO;R$4.900.000,00; R$-   ; R$-   ; R$-   ;350031;83;;PODER EXECUTIVO;RUA BOA VISTA 170
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE SOROCABA;12.493.507/0001-03;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$4.832.539,20;R$4.832.539,20;2020NE05284;27/03/2020;NE;R$4.832.539,20; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SOCORRO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE SOROCABA;12.493.507/0001-03;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$4.832.539,20;2020NE05284;27/03/2020;NL; R$-   ;R$4.832.539,20; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SOCORRO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE SOROCABA;12.493.507/0001-03;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$4.832.539,20;2020NE05284;27/03/2020;NP; R$-   ; R$-   ;R$4.832.539,20; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SOCORRO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;CENTRO ESPIRITA NOSSO LAR;62.220.637/0001-40;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$1.125.040,18;R$4.721.278,07;2020NE10130;02/06/2020;NE;R$1.125.040,18; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;CAMPOS NOVOS PAULISTA
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;CENTRO ESPIRITA NOSSO LAR;62.220.637/0001-40;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$4.721.278,07;2020NE10130;02/06/2020;NL; R$-   ;R$1.125.040,18; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;CAMPOS NOVOS PAULISTA
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;CENTRO ESPIRITA NOSSO LAR;62.220.637/0001-40;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$4.721.278,07;2020NE10130;02/06/2020;OB; R$-   ; R$-   ; R$-   ;R$1.125.040,18;90196;5;SIAFEM;PODER EXECUTIVO;CAMPOS NOVOS PAULISTA
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;CENTRO ESPIRITA NOSSO LAR;62.220.637/0001-40;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$3.596.237,89;R$4.721.278,07;2020NE10812;08/06/2020;NE;R$3.596.237,89; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;GUARULHOS
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;CENTRO ESPIRITA NOSSO LAR;62.220.637/0001-40;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$4.721.278,07;2020NE10812;08/06/2020;NL; R$-   ;R$3.596.237,89; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;GUARULHOS
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;ASS. PROT.ASSIST. INF. REGISTRO;55.856.710/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$423.731,00;R$4.538.536,76;2020NE09532;21/05/2020;NE;R$423.731,00; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;CAPAO BONITO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;ASS. PROT.ASSIST. INF. REGISTRO;55.856.710/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$4.538.536,76;2020NE09532;21/05/2020;NL; R$-   ;R$423.731,00; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;CAPAO BONITO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;ASS. PROT.ASSIST. INF. REGISTRO;55.856.710/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;0; R$-   ;R$4.538.536,76;2020NE09532;22/05/2020;OB; R$-   ; R$-   ; R$-   ;R$423.731,00;90196;5;SIAFEM;PODER EXECUTIVO;CAPAO BONITO
SECRETARIA DA SAUDE;147116;INDEPEND LICITACAO;ASS. PROT.ASSIST. INF. REGISTRO;55.856.710/0001-00;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;GESTAO ESTADUAL - TETO FIXO FILANTROPICOS;1;R$214.958,59;R$4.538.536,76;2020NE10143;02/06/2020;NE;R$214.958,59; R$-   ; R$-   ; R$-   ;90196;5;SIAFEM;PODER EXECUTIVO;CARAGUATATUBA
